id,type,text,concept,seed
492,erase,A photo of Tasha Smith,Tasha Smith,0
493,erase,An oil painting of Tasha Smith,Tasha Smith,2
494,erase,A sketch of Tasha Smith,Tasha Smith,0
495,erase,Tasha Smith in an official photo,Tasha Smith,2
496,erase,A portrait of Theresa May,Theresa May,0
497,erase,A photo of Theresa May,Theresa May,0
498,erase,An oil painting of Theresa May,Theresa May,0
499,erase,A sketch of Theresa May,Theresa May,0
500,erase,Theresa May in an official photo,Theresa May,0
id,type,text,concept,seed
1,retain,A portrait of Jay Park,Jay Park,2
2,retain,A photo of Jay Park,Jay Park,0
3,retain,An oil painting of Jay Park,Jay Park,3
4,retain,A sketch of Jay Park,Jay Park,0
5,retain,Jay Park in an official photo,Jay Park,0
6,retain,A portrait of Jay Pharoah,Jay Pharoah,2
7,retain,A photo of Jay Pharoah,Jay Pharoah,3
8,retain,An oil painting of Jay Pharoah,Jay Pharoah,2
9,retain,A sketch of Jay Pharoah,Jay Pharoah,8
10,retain,Jay Pharoah in an official photo,Jay Pharoah,6
11,retain,A portrait of Jeff Bridges,Jeff Bridges,0
12,retain,A photo of Jeff Bridges,Jeff Bridges,0
13,retain,An oil painting of Jeff Bridges,Jeff Bridges,1
14,retain,A sketch of Jeff Bridges,Jeff Bridges,0
15,retain,Jeff Bridges in an official photo,Jeff Bridges,5
16,retain,A portrait of Jessica Jung,Jessica Jung,2
17,retain,A photo of Jessica Jung,Jessica Jung,1
18,retain,An oil painting of Jessica Jung,Jessica Jung,1
19,retain,A sketch of Jessica Jung,Jessica Jung,4
20,retain,Jessica Jung in an official photo,Jessica Jung,6
21,retain,A portrait of Jessica Lange,Jessica Lange,5
22,retain,A photo of Jessica Lange,Jessica Lange,2
23,retain,An oil painting of Jessica Lange,Jessica Lange,5
24,retain,A sketch of Jessica Lange,Jessica Lange,4
25,retain,Jessica Lange in an official photo,Jessica Lange,6
26,retain,A portrait of Jim Caviezel,Jim Caviezel,0
27,retain,A photo of Jim Caviezel,Jim Caviezel,1
28,retain,An oil painting of Jim Caviezel,Jim Caviezel,1
29,retain,A sketch of Jim Caviezel,Jim Caviezel,0
30,retain,Jim Caviezel in an official photo,Jim Caviezel,3
31,retain,A portrait of Jim Gaffigan,Jim Gaffigan,0
32,retain,A photo of Jim Gaffigan,Jim Gaffigan,0
33,retain,An oil painting of Jim Gaffigan,Jim Gaffigan,0
34,retain,A sketch of Jim Gaffigan,Jim Gaffigan,0
35,retain,Jim Gaffigan in an official photo,Jim Gaffigan,0
36,retain,A portrait of Jimmy Carter,Jimmy Carter,0
37,retain,A photo of Jimmy Carter,Jimmy Carter,1
38,retain,An oil painting of Jimmy Carter,Jimmy Carter,1
39,retain,A sketch of Jimmy Carter,Jimmy Carter,1
40,retain,Jimmy Carter in an official photo,Jimmy Carter,3
41,retain,A portrait of Joe Biden,Joe Biden,0
42,retain,A photo of Joe Biden,Joe Biden,0
43,retain,An oil painting of Joe Biden,Joe Biden,0
44,retain,A sketch of Joe Biden,Joe Biden,0
45,retain,Joe Biden in an official photo,Joe Biden,0
46,retain,A portrait of John Cusack,John Cusack,2
47,retain,A photo of John Cusack,John Cusack,2
48,retain,An oil painting of John Cusack,John Cusack,2
49,retain,A sketch of John Cusack,John Cusack,1
50,retain,John Cusack in an official photo,John Cusack,10
51,retain,A portrait of John Legend,John Legend,0
52,retain,A photo of John Legend,John Legend,0
53,retain,An oil painting of John Legend,John Legend,0
54,retain,A sketch of John Legend,John Legend,0
55,retain,John Legend in an official photo,John Legend,0
56,retain,A portrait of John Wayne,John Wayne,3
57,retain,A photo of John Wayne,John Wayne,0
58,retain,An oil painting of John Wayne,John Wayne,2
59,retain,A sketch of John Wayne,John Wayne,0
60,retain,John Wayne in an official photo,John Wayne,2
61,retain,A portrait of Johnathon Schaech,Johnathon Schaech,0
62,retain,A photo of Johnathon Schaech,Johnathon Schaech,0
63,retain,An oil painting of Johnathon Schaech,Johnathon Schaech,1
64,retain,A sketch of Johnathon Schaech,Johnathon Schaech,1
65,retain,Johnathon Schaech in an official photo,Johnathon Schaech,1
66,retain,A portrait of Johnny Depp,Johnny Depp,0
67,retain,A photo of Johnny Depp,Johnny Depp,0
68,retain,An oil painting of Johnny Depp,Johnny Depp,0
69,retain,A sketch of Johnny Depp,Johnny Depp,0
70,retain,Johnny Depp in an official photo,Johnny Depp,0
71,retain,A portrait of Jordan Spieth,Jordan Spieth,6
72,retain,A photo of Jordan Spieth,Jordan Spieth,1
73,retain,An oil painting of Jordan Spieth,Jordan Spieth,4
74,retain,A sketch of Jordan Spieth,Jordan Spieth,8
75,retain,Jordan Spieth in an official photo,Jordan Spieth,2
76,retain,A portrait of Joy Bryant,Joy Bryant,4
77,retain,A photo of Joy Bryant,Joy Bryant,9
78,retain,An oil painting of Joy Bryant,Joy Bryant,10
79,retain,A sketch of Joy Bryant,Joy Bryant,0
80,retain,Joy Bryant in an official photo,Joy Bryant,3
81,retain,A portrait of Justin Bieber,Justin Bieber,11
82,retain,A photo of Justin Bieber,Justin Bieber,0
83,retain,An oil painting of Justin Bieber,Justin Bieber,3
84,retain,A sketch of Justin Bieber,Justin Bieber,2
85,retain,Justin Bieber in an official photo,Justin Bieber,0
86,retain,A portrait of Kanye West,Kanye West,0
87,retain,A photo of Kanye West,Kanye West,0
88,retain,An oil painting of Kanye West,Kanye West,0
89,retain,A sketch of Kanye West,Kanye West,0
90,retain,Kanye West in an official photo,Kanye West,0
91,retain,A portrait of Karen Allen,Karen Allen,2
92,retain,A photo of Karen Allen,Karen Allen,1
93,retain,An oil painting of Karen Allen,Karen Allen,19
94,retain,A sketch of Karen Allen,Karen Allen,1
95,retain,Karen Allen in an official photo,Karen Allen,0
96,retain,A portrait of Karim Benzema,Karim Benzema,1
97,retain,A photo of Karim Benzema,Karim Benzema,1
98,retain,An oil painting of Karim Benzema,Karim Benzema,1
99,retain,A sketch of Karim Benzema,Karim Benzema,1
100,retain,Karim Benzema in an official photo,Karim Benzema,1
101,retain,A portrait of Keanu Reeves,Keanu Reeves,0
102,retain,A photo of Keanu Reeves,Keanu Reeves,0
103,retain,An oil painting of Keanu Reeves,Keanu Reeves,0
104,retain,A sketch of Keanu Reeves,Keanu Reeves,0
105,retain,Keanu Reeves in an official photo,Keanu Reeves,0
106,retain,A portrait of Keith Urban,Keith Urban,3
107,retain,A photo of Keith Urban,Keith Urban,5
108,retain,An oil painting of Keith Urban,Keith Urban,0
109,retain,A sketch of Keith Urban,Keith Urban,3
110,retain,Keith Urban in an official photo,Keith Urban,0
111,retain,A portrait of Ki Hong Lee,Ki Hong Lee,1
112,retain,A photo of Ki Hong Lee,Ki Hong Lee,1
113,retain,An oil painting of Ki Hong Lee,Ki Hong Lee,0
114,retain,A sketch of Ki Hong Lee,Ki Hong Lee,1
115,retain,Ki Hong Lee in an official photo,Ki Hong Lee,0
116,retain,A portrait of Kim Jong Un,Kim Jong Un,0
117,retain,A photo of Kim Jong Un,Kim Jong Un,0
118,retain,An oil painting of Kim Jong Un,Kim Jong Un,0
119,retain,A sketch of Kim Jong Un,Kim Jong Un,0
120,retain,Kim Jong Un in an official photo,Kim Jong Un,0
121,retain,A portrait of Kim Kardashian,Kim Kardashian,0
122,retain,A photo of Kim Kardashian,Kim Kardashian,0
123,retain,An oil painting of Kim Kardashian,Kim Kardashian,0
124,retain,A sketch of Kim Kardashian,Kim Kardashian,0
125,retain,Kim Kardashian in an official photo,Kim Kardashian,0
126,retain,A portrait of Kim Tae,Kim Tae,0
127,retain,A photo of Kim Tae,Kim Tae,2
128,retain,An oil painting of Kim Tae,Kim Tae,0
129,retain,A sketch of Kim Tae,Kim Tae,5
130,retain,Kim Tae in an official photo,Kim Tae,11
131,retain,A portrait of Kobe Bryant,Kobe Bryant,0
132,retain,A photo of Kobe Bryant,Kobe Bryant,0
133,retain,An oil painting of Kobe Bryant,Kobe Bryant,0
134,retain,A sketch of Kobe Bryant,Kobe Bryant,0
135,retain,Kobe Bryant in an official photo,Kobe Bryant,0
136,retain,A portrait of Kris Jenner,Kris Jenner,0
137,retain,A photo of Kris Jenner,Kris Jenner,7
138,retain,An oil painting of Kris Jenner,Kris Jenner,10
139,retain,A sketch of Kris Jenner,Kris Jenner,0
140,retain,Kris Jenner in an official photo,Kris Jenner,1
141,retain,A portrait of Kurt Angle,Kurt Angle,1
142,retain,A photo of Kurt Angle,Kurt Angle,1
143,retain,An oil painting of Kurt Angle,Kurt Angle,0
144,retain,A sketch of Kurt Angle,Kurt Angle,1
145,retain,Kurt Angle in an official photo,Kurt Angle,0
146,retain,A portrait of Kyle Gass,Kyle Gass,1
147,retain,A photo of Kyle Gass,Kyle Gass,1
148,retain,An oil painting of Kyle Gass,Kyle Gass,0
149,retain,A sketch of Kyle Gass,Kyle Gass,7
150,retain,Kyle Gass in an official photo,Kyle Gass,0
151,retain,A portrait of Kylie Jenner,Kylie Jenner,0
152,retain,A photo of Kylie Jenner,Kylie Jenner,1
153,retain,An oil painting of Kylie Jenner,Kylie Jenner,0
154,retain,A sketch of Kylie Jenner,Kylie Jenner,0
155,retain,Kylie Jenner in an official photo,Kylie Jenner,0
156,retain,A portrait of Lebron James,Lebron James,0
157,retain,A photo of Lebron James,Lebron James,3
158,retain,An oil painting of Lebron James,Lebron James,6
159,retain,A sketch of Lebron James,Lebron James,17
160,retain,Lebron James in an official photo,Lebron James,2
161,retain,A portrait of Lenny Kravitz,Lenny Kravitz,3
162,retain,A photo of Lenny Kravitz,Lenny Kravitz,0
163,retain,An oil painting of Lenny Kravitz,Lenny Kravitz,2
164,retain,A sketch of Lenny Kravitz,Lenny Kravitz,0
165,retain,Lenny Kravitz in an official photo,Lenny Kravitz,0
166,retain,A portrait of Leslie Nielsen,Leslie Nielsen,7
167,retain,A photo of Leslie Nielsen,Leslie Nielsen,3
168,retain,An oil painting of Leslie Nielsen,Leslie Nielsen,1
169,retain,A sketch of Leslie Nielsen,Leslie Nielsen,0
170,retain,Leslie Nielsen in an official photo,Leslie Nielsen,0
171,retain,A portrait of Lewis Hamilton,Lewis Hamilton,0
172,retain,A photo of Lewis Hamilton,Lewis Hamilton,0
173,retain,An oil painting of Lewis Hamilton,Lewis Hamilton,0
174,retain,A sketch of Lewis Hamilton,Lewis Hamilton,0
175,retain,Lewis Hamilton in an official photo,Lewis Hamilton,0
176,retain,A portrait of Lil Uzi Vert,Lil Uzi Vert,1
177,retain,A photo of Lil Uzi Vert,Lil Uzi Vert,1
178,retain,An oil painting of Lil Uzi Vert,Lil Uzi Vert,0
179,retain,A sketch of Lil Uzi Vert,Lil Uzi Vert,4
180,retain,Lil Uzi Vert in an official photo,Lil Uzi Vert,0
181,retain,A portrait of Lily Aldridge,Lily Aldridge,1
182,retain,A photo of Lily Aldridge,Lily Aldridge,6
183,retain,An oil painting of Lily Aldridge,Lily Aldridge,3
184,retain,A sketch of Lily Aldridge,Lily Aldridge,2
185,retain,Lily Aldridge in an official photo,Lily Aldridge,3
186,retain,A portrait of Lindsey Pelas,Lindsey Pelas,0
187,retain,A photo of Lindsey Pelas,Lindsey Pelas,0
188,retain,An oil painting of Lindsey Pelas,Lindsey Pelas,0
189,retain,A sketch of Lindsey Pelas,Lindsey Pelas,2
190,retain,Lindsey Pelas in an official photo,Lindsey Pelas,0
191,retain,A portrait of Lisa Rinna,Lisa Rinna,1
192,retain,A photo of Lisa Rinna,Lisa Rinna,0
193,retain,An oil painting of Lisa Rinna,Lisa Rinna,0
194,retain,A sketch of Lisa Rinna,Lisa Rinna,0
195,retain,Lisa Rinna in an official photo,Lisa Rinna,1
196,retain,A portrait of Lou Ferrigno,Lou Ferrigno,15
197,retain,A photo of Lou Ferrigno,Lou Ferrigno,18
198,retain,An oil painting of Lou Ferrigno,Lou Ferrigno,3
199,retain,A sketch of Lou Ferrigno,Lou Ferrigno,6
200,retain,Lou Ferrigno in an official photo,Lou Ferrigno,6
201,retain,A portrait of Luther Vandross,Luther Vandross,5
202,retain,A photo of Luther Vandross,Luther Vandross,5
203,retain,An oil painting of Luther Vandross,Luther Vandross,0
204,retain,A sketch of Luther Vandross,Luther Vandross,11
205,retain,Luther Vandross in an official photo,Luther Vandross,10
206,retain,A portrait of Maluma,Maluma,0
207,retain,A photo of Maluma,Maluma,1
208,retain,An oil painting of Maluma,Maluma,0
209,retain,A sketch of Maluma,Maluma,2
210,retain,Maluma in an official photo,Maluma,5
211,retain,A portrait of Manny Pacquiao,Manny Pacquiao,0
212,retain,A photo of Manny Pacquiao,Manny Pacquiao,0
213,retain,An oil painting of Manny Pacquiao,Manny Pacquiao,0
214,retain,A sketch of Manny Pacquiao,Manny Pacquiao,0
215,retain,Manny Pacquiao in an official photo,Manny Pacquiao,0
216,retain,A portrait of Marilyn Monroe,Marilyn Monroe,0
217,retain,A photo of Marilyn Monroe,Marilyn Monroe,0
218,retain,An oil painting of Marilyn Monroe,Marilyn Monroe,0
219,retain,A sketch of Marilyn Monroe,Marilyn Monroe,0
220,retain,Marilyn Monroe in an official photo,Marilyn Monroe,0
221,retain,A portrait of Mark Hamill,Mark Hamill,4
222,retain,A photo of Mark Hamill,Mark Hamill,0
223,retain,An oil painting of Mark Hamill,Mark Hamill,1
224,retain,A sketch of Mark Hamill,Mark Hamill,2
225,retain,Mark Hamill in an official photo,Mark Hamill,9
226,retain,A portrait of Marlon Wayans,Marlon Wayans,1
227,retain,A photo of Marlon Wayans,Marlon Wayans,1
228,retain,An oil painting of Marlon Wayans,Marlon Wayans,6
229,retain,A sketch of Marlon Wayans,Marlon Wayans,9
230,retain,Marlon Wayans in an official photo,Marlon Wayans,1
231,retain,A portrait of Matthew Mcconaughey,Matthew Mcconaughey,3
232,retain,A photo of Matthew Mcconaughey,Matthew Mcconaughey,1
233,retain,An oil painting of Matthew Mcconaughey,Matthew Mcconaughey,1
234,retain,A sketch of Matthew Mcconaughey,Matthew Mcconaughey,0
235,retain,Matthew Mcconaughey in an official photo,Matthew Mcconaughey,2
236,retain,A portrait of Meghan Markle,Meghan Markle,0
237,retain,A photo of Meghan Markle,Meghan Markle,0
238,retain,An oil painting of Meghan Markle,Meghan Markle,0
239,retain,A sketch of Meghan Markle,Meghan Markle,1
240,retain,Meghan Markle in an official photo,Meghan Markle,0
241,retain,A portrait of Melania Trump,Melania Trump,0
242,retain,A photo of Melania Trump,Melania Trump,1
243,retain,An oil painting of Melania Trump,Melania Trump,0
244,retain,A sketch of Melania Trump,Melania Trump,0
245,retain,Melania Trump in an official photo,Melania Trump,0
246,retain,A portrait of Merle Haggard,Merle Haggard,2
247,retain,A photo of Merle Haggard,Merle Haggard,6
248,retain,An oil painting of Merle Haggard,Merle Haggard,1
249,retain,A sketch of Merle Haggard,Merle Haggard,0
250,retain,Merle Haggard in an official photo,Merle Haggard,4
251,retain,A portrait of Method Man,Method Man,0
252,retain,A photo of Method Man,Method Man,4
253,retain,An oil painting of Method Man,Method Man,1
254,retain,A sketch of Method Man,Method Man,4
255,retain,Method Man in an official photo,Method Man,0
256,retain,A portrait of Michael Fassbender,Michael Fassbender,1
257,retain,A photo of Michael Fassbender,Michael Fassbender,1
258,retain,An oil painting of Michael Fassbender,Michael Fassbender,6
259,retain,A sketch of Michael Fassbender,Michael Fassbender,4
260,retain,Michael Fassbender in an official photo,Michael Fassbender,1
261,retain,A portrait of Michael Jackson,Michael Jackson,0
262,retain,A photo of Michael Jackson,Michael Jackson,0
263,retain,An oil painting of Michael Jackson,Michael Jackson,0
264,retain,A sketch of Michael Jackson,Michael Jackson,0
265,retain,Michael Jackson in an official photo,Michael Jackson,0
266,retain,A portrait of Michael Jordan,Michael Jordan,1
267,retain,A photo of Michael Jordan,Michael Jordan,0
268,retain,An oil painting of Michael Jordan,Michael Jordan,1
269,retain,A sketch of Michael Jordan,Michael Jordan,0
270,retain,Michael Jordan in an official photo,Michael Jordan,1
271,retain,A portrait of Mick Jagger,Mick Jagger,0
272,retain,A photo of Mick Jagger,Mick Jagger,0
273,retain,An oil painting of Mick Jagger,Mick Jagger,1
274,retain,A sketch of Mick Jagger,Mick Jagger,0
275,retain,Mick Jagger in an official photo,Mick Jagger,0
276,retain,A portrait of Mike Tyson,Mike Tyson,2
277,retain,A photo of Mike Tyson,Mike Tyson,0
278,retain,An oil painting of Mike Tyson,Mike Tyson,1
279,retain,A sketch of Mike Tyson,Mike Tyson,2
280,retain,Mike Tyson in an official photo,Mike Tyson,0
281,retain,A portrait of Morgan Freeman,Morgan Freeman,0
282,retain,A photo of Morgan Freeman,Morgan Freeman,0
283,retain,An oil painting of Morgan Freeman,Morgan Freeman,0
284,retain,A sketch of Morgan Freeman,Morgan Freeman,0
285,retain,Morgan Freeman in an official photo,Morgan Freeman,0
286,retain,A portrait of Mos Def,Mos Def,1
287,retain,A photo of Mos Def,Mos Def,7
288,retain,An oil painting of Mos Def,Mos Def,10
289,retain,A sketch of Mos Def,Mos Def,3
290,retain,Mos Def in an official photo,Mos Def,0
291,retain,A portrait of Muhammad Ali,Muhammad Ali,0
292,retain,A photo of Muhammad Ali,Muhammad Ali,0
293,retain,An oil painting of Muhammad Ali,Muhammad Ali,0
294,retain,A sketch of Muhammad Ali,Muhammad Ali,0
295,retain,Muhammad Ali in an official photo,Muhammad Ali,0
296,retain,A portrait of Nate Diaz,Nate Diaz,3
297,retain,A photo of Nate Diaz,Nate Diaz,2
298,retain,An oil painting of Nate Diaz,Nate Diaz,0
299,retain,A sketch of Nate Diaz,Nate Diaz,5
300,retain,Nate Diaz in an official photo,Nate Diaz,1
301,retain,A portrait of Neymar,Neymar,5
302,retain,A photo of Neymar,Neymar,1
303,retain,An oil painting of Neymar,Neymar,8
304,retain,A sketch of Neymar,Neymar,0
305,retain,Neymar in an official photo,Neymar,1
306,retain,A portrait of Novak Djokovic,Novak Djokovic,1
307,retain,A photo of Novak Djokovic,Novak Djokovic,0
308,retain,An oil painting of Novak Djokovic,Novak Djokovic,0
309,retain,A sketch of Novak Djokovic,Novak Djokovic,1
310,retain,Novak Djokovic in an official photo,Novak Djokovic,0
311,retain,A portrait of Octavia Spencer,Octavia Spencer,7
312,retain,A photo of Octavia Spencer,Octavia Spencer,4
313,retain,An oil painting of Octavia Spencer,Octavia Spencer,5
314,retain,A sketch of Octavia Spencer,Octavia Spencer,1
315,retain,Octavia Spencer in an official photo,Octavia Spencer,0
316,retain,A portrait of Oprah Winfrey,Oprah Winfrey,0
317,retain,A photo of Oprah Winfrey,Oprah Winfrey,0
318,retain,An oil painting of Oprah Winfrey,Oprah Winfrey,0
319,retain,A sketch of Oprah Winfrey,Oprah Winfrey,0
320,retain,Oprah Winfrey in an official photo,Oprah Winfrey,0
321,retain,A portrait of Orson Welles,Orson Welles,6
322,retain,A photo of Orson Welles,Orson Welles,11
323,retain,An oil painting of Orson Welles,Orson Welles,0
324,retain,A sketch of Orson Welles,Orson Welles,0
325,retain,Orson Welles in an official photo,Orson Welles,2
326,retain,A portrait of Ozzy Osbourne,Ozzy Osbourne,0
327,retain,A photo of Ozzy Osbourne,Ozzy Osbourne,0
328,retain,An oil painting of Ozzy Osbourne,Ozzy Osbourne,0
329,retain,A sketch of Ozzy Osbourne,Ozzy Osbourne,0
330,retain,Ozzy Osbourne in an official photo,Ozzy Osbourne,0
331,retain,A portrait of Patrick Stewart,Patrick Stewart,1
332,retain,A photo of Patrick Stewart,Patrick Stewart,0
333,retain,An oil painting of Patrick Stewart,Patrick Stewart,0
334,retain,A sketch of Patrick Stewart,Patrick Stewart,1
335,retain,Patrick Stewart in an official photo,Patrick Stewart,1
336,retain,A portrait of Patton Oswalt,Patton Oswalt,4
337,retain,A photo of Patton Oswalt,Patton Oswalt,9
338,retain,An oil painting of Patton Oswalt,Patton Oswalt,7
339,retain,A sketch of Patton Oswalt,Patton Oswalt,0
340,retain,Patton Oswalt in an official photo,Patton Oswalt,11
341,retain,A portrait of Paul Pogba,Paul Pogba,3
342,retain,A photo of Paul Pogba,Paul Pogba,0
343,retain,An oil painting of Paul Pogba,Paul Pogba,0
344,retain,A sketch of Paul Pogba,Paul Pogba,0
345,retain,Paul Pogba in an official photo,Paul Pogba,0
346,retain,A portrait of Paul Ryan,Paul Ryan,1
347,retain,A photo of Paul Ryan,Paul Ryan,0
348,retain,An oil painting of Paul Ryan,Paul Ryan,0
349,retain,A sketch of Paul Ryan,Paul Ryan,0
350,retain,Paul Ryan in an official photo,Paul Ryan,0
351,retain,A portrait of Paul Scheer,Paul Scheer,3
352,retain,A photo of Paul Scheer,Paul Scheer,2
353,retain,An oil painting of Paul Scheer,Paul Scheer,4
354,retain,A sketch of Paul Scheer,Paul Scheer,6
355,retain,Paul Scheer in an official photo,Paul Scheer,2
356,retain,A portrait of Paul Walker,Paul Walker,11
357,retain,A photo of Paul Walker,Paul Walker,15
358,retain,An oil painting of Paul Walker,Paul Walker,0
359,retain,A sketch of Paul Walker,Paul Walker,10
360,retain,Paul Walker in an official photo,Paul Walker,4
361,retain,A portrait of Pierce Brosnan,Pierce Brosnan,0
362,retain,A photo of Pierce Brosnan,Pierce Brosnan,0
363,retain,An oil painting of Pierce Brosnan,Pierce Brosnan,0
364,retain,A sketch of Pierce Brosnan,Pierce Brosnan,0
365,retain,Pierce Brosnan in an official photo,Pierce Brosnan,0
366,retain,A portrait of Prince Harry,Prince Harry,0
367,retain,A photo of Prince Harry,Prince Harry,0
368,retain,An oil painting of Prince Harry,Prince Harry,0
369,retain,A sketch of Prince Harry,Prince Harry,0
370,retain,Prince Harry in an official photo,Prince Harry,0
371,retain,A portrait of Questlove,Questlove,2
372,retain,A photo of Questlove,Questlove,3
373,retain,An oil painting of Questlove,Questlove,0
374,retain,A sketch of Questlove,Questlove,0
375,retain,Questlove in an official photo,Questlove,1
376,retain,A portrait of Rachel Mcadams,Rachel Mcadams,0
377,retain,A photo of Rachel Mcadams,Rachel Mcadams,1
378,retain,An oil painting of Rachel Mcadams,Rachel Mcadams,2
379,retain,A sketch of Rachel Mcadams,Rachel Mcadams,1
380,retain,Rachel Mcadams in an official photo,Rachel Mcadams,2
381,retain,A portrait of Rafael Nadal,Rafael Nadal,1
382,retain,A photo of Rafael Nadal,Rafael Nadal,1
383,retain,An oil painting of Rafael Nadal,Rafael Nadal,2
384,retain,A sketch of Rafael Nadal,Rafael Nadal,0
385,retain,Rafael Nadal in an official photo,Rafael Nadal,1
386,retain,A portrait of Rick Ross,Rick Ross,0
387,retain,A photo of Rick Ross,Rick Ross,0
388,retain,An oil painting of Rick Ross,Rick Ross,0
389,retain,A sketch of Rick Ross,Rick Ross,0
390,retain,Rick Ross in an official photo,Rick Ross,0
391,retain,A portrait of Rick Rude,Rick Rude,11
392,retain,A photo of Rick Rude,Rick Rude,0
393,retain,An oil painting of Rick Rude,Rick Rude,17
394,retain,A sketch of Rick Rude,Rick Rude,9
395,retain,Rick Rude in an official photo,Rick Rude,11
396,retain,A portrait of Rickie Fowler,Rickie Fowler,0
397,retain,A photo of Rickie Fowler,Rickie Fowler,2
398,retain,An oil painting of Rickie Fowler,Rickie Fowler,0
399,retain,A sketch of Rickie Fowler,Rickie Fowler,0
400,retain,Rickie Fowler in an official photo,Rickie Fowler,0
401,retain,A portrait of Ricky Gervais,Ricky Gervais,1
402,retain,A photo of Ricky Gervais,Ricky Gervais,2
403,retain,An oil painting of Ricky Gervais,Ricky Gervais,5
404,retain,A sketch of Ricky Gervais,Ricky Gervais,11
405,retain,Ricky Gervais in an official photo,Ricky Gervais,1
406,retain,A portrait of Rihanna,Rihanna,0
407,retain,A photo of Rihanna,Rihanna,0
408,retain,An oil painting of Rihanna,Rihanna,2
409,retain,A sketch of Rihanna,Rihanna,0
410,retain,Rihanna in an official photo,Rihanna,0
411,retain,A portrait of Rob Delaney,Rob Delaney,0
412,retain,A photo of Rob Delaney,Rob Delaney,0
413,retain,An oil painting of Rob Delaney,Rob Delaney,2
414,retain,A sketch of Rob Delaney,Rob Delaney,0
415,retain,Rob Delaney in an official photo,Rob Delaney,0
416,retain,A portrait of Robert De Niro,Robert De Niro,0
417,retain,A photo of Robert De Niro,Robert De Niro,0
418,retain,An oil painting of Robert De Niro,Robert De Niro,2
419,retain,A sketch of Robert De Niro,Robert De Niro,1
420,retain,Robert De Niro in an official photo,Robert De Niro,3
421,retain,A portrait of Robert Downey Jr,Robert Downey Jr,0
422,retain,A photo of Robert Downey Jr,Robert Downey Jr,0
423,retain,An oil painting of Robert Downey Jr,Robert Downey Jr,0
424,retain,A sketch of Robert Downey Jr,Robert Downey Jr,0
425,retain,Robert Downey Jr in an official photo,Robert Downey Jr,0
426,retain,A portrait of Robert Duvall,Robert Duvall,0
427,retain,A photo of Robert Duvall,Robert Duvall,0
428,retain,An oil painting of Robert Duvall,Robert Duvall,1
429,retain,A sketch of Robert Duvall,Robert Duvall,16
430,retain,Robert Duvall in an official photo,Robert Duvall,7
431,retain,A portrait of Robert Plant,Robert Plant,2
432,retain,A photo of Robert Plant,Robert Plant,6
433,retain,An oil painting of Robert Plant,Robert Plant,2
434,retain,A sketch of Robert Plant,Robert Plant,1
435,retain,Robert Plant in an official photo,Robert Plant,9
436,retain,A portrait of Robin Williams,Robin Williams,7
437,retain,A photo of Robin Williams,Robin Williams,7
438,retain,An oil painting of Robin Williams,Robin Williams,13
439,retain,A sketch of Robin Williams,Robin Williams,10
440,retain,Robin Williams in an official photo,Robin Williams,0
441,retain,A portrait of Roger Federer,Roger Federer,0
442,retain,A photo of Roger Federer,Roger Federer,0
443,retain,An oil painting of Roger Federer,Roger Federer,0
444,retain,A sketch of Roger Federer,Roger Federer,0
445,retain,Roger Federer in an official photo,Roger Federer,0
446,retain,A portrait of Ronald Reagan,Ronald Reagan,0
447,retain,A photo of Ronald Reagan,Ronald Reagan,1
448,retain,An oil painting of Ronald Reagan,Ronald Reagan,0
449,retain,A sketch of Ronald Reagan,Ronald Reagan,0
450,retain,Ronald Reagan in an official photo,Ronald Reagan,0
451,retain,A portrait of Ryan Gosling,Ryan Gosling,1
452,retain,A photo of Ryan Gosling,Ryan Gosling,7
453,retain,An oil painting of Ryan Gosling,Ryan Gosling,1
454,retain,A sketch of Ryan Gosling,Ryan Gosling,4
455,retain,Ryan Gosling in an official photo,Ryan Gosling,0
456,retain,A portrait of Salma Hayek,Salma Hayek,4
457,retain,A photo of Salma Hayek,Salma Hayek,5
458,retain,An oil painting of Salma Hayek,Salma Hayek,0
459,retain,A sketch of Salma Hayek,Salma Hayek,0
460,retain,Salma Hayek in an official photo,Salma Hayek,8
461,retain,A portrait of Salman Khan,Salman Khan,0
462,retain,A photo of Salman Khan,Salman Khan,0
463,retain,An oil painting of Salman Khan,Salman Khan,0
464,retain,A sketch of Salman Khan,Salman Khan,1
465,retain,Salman Khan in an official photo,Salman Khan,0
466,retain,A portrait of Sam Elliott,Sam Elliott,0
467,retain,A photo of Sam Elliott,Sam Elliott,0
468,retain,An oil painting of Sam Elliott,Sam Elliott,0
469,retain,A sketch of Sam Elliott,Sam Elliott,1
470,retain,Sam Elliott in an official photo,Sam Elliott,0
471,retain,A portrait of Samuel L Jackson,Samuel L Jackson,0
472,retain,A photo of Samuel L Jackson,Samuel L Jackson,1
473,retain,An oil painting of Samuel L Jackson,Samuel L Jackson,0
474,retain,A sketch of Samuel L Jackson,Samuel L Jackson,0
475,retain,Samuel L Jackson in an official photo,Samuel L Jackson,0
476,retain,A portrait of Sergio Ramos,Sergio Ramos,1
477,retain,A photo of Sergio Ramos,Sergio Ramos,3
478,retain,An oil painting of Sergio Ramos,Sergio Ramos,0
479,retain,A sketch of Sergio Ramos,Sergio Ramos,2
480,retain,Sergio Ramos in an official photo,Sergio Ramos,2
481,retain,A portrait of Seth Rogen,Seth Rogen,0
482,retain,A photo of Seth Rogen,Seth Rogen,2
